11.91276,1.75678,2.56585,10.21019
9.76716,-0.25298,0.18974,8.40784
8.29441,-1.53670,-1.26909,7.12313
6.43429,-3.06516,-3.26219,5.74262
5.16299,-5.10734,-4.85398,4.02007
3.86027,-6.15445,-5.82232,2.68497
2.13588,-7.92689,-8.32218,1.67545
1.15153,-9.07972,-9.15373,0.33422
-0.59724,-10.57767,-10.68930,-1.37528
-1.44918,-12.11005,-12.03260,-2.34904
-4.54472,-15.64973,-15.71235,-5.37104
-8.39630,-18.21132,-19.03065,-8.46949
