0.03125,0.03937,0.04961,0.06250,0.07875,0.09921,0.12500,0.15749,0.19843,0.25000,0.31498,0.39685,0.50000,0.62996,0.79370,1.00000,1.25992,1.58740,2.00000,2.51984,3.17480,4.00000,5.03968,6.34960,8.00000,10.07937,12.69921,16.00000
-43.02198,-37.26132,-29.59588,-24.10611,-22.77531,-23.02285,-24.96161,-18.29399,-14.52791,-12.76240,-14.35078,-16.57448,-13.40972,-15.18349,-11.62987,-14.15932,-16.43668,-13.79931,-13.35845,-14.19633,-13.47065,-14.79331,-17.47139,-20.98237,-23.86376,-27.54556,-31.24058,-38.86376
-45.38445,-38.79293,-30.89280,-25.25813,-23.55793,-22.98590,-26.64552,-23.48392,-19.75707,-15.22800,-14.04547,-16.51200,-17.81964,-15.56046,-16.45929,-15.00656,-17.90059,-16.94257,-15.49429,-16.49994,-16.31348,-16.79442,-19.71217,-22.16241,-24.31752,-28.75330,-33.32716,-40.55284
-43.73151,-38.68694,-31.76915,-25.93256,-24.80817,-23.45911,-25.48480,-26.34706,-26.27216,-19.80392,-15.99418,-15.08060,-18.55895,-19.29998,-15.27641,-17.78197,-18.54080,-18.93341,-16.56295,-18.71919,-18.12010,-18.06166,-20.35727,-22.55286,-25.12486,-29.84723,-33.83005,-41.18450
-44.99194,-39.67221,-32.41850,-26.08301,-25.89833,-24.55117,-25.89155,-24.60094,-26.52428,-25.25959,-21.58875,-17.24475,-15.92186,-18.78229,-17.77820,-17.60653,-20.34391,-20.30708,-18.57233,-20.66524,-19.76695,-19.13580,-20.98531,-22.21949,-25.54743,-29.72804,-33.90061,-41.39907
-48.69095,-41.65416,-33.35890,-27.31803,-26.33493,-25.30072,-27.23333,-22.03183,-25.76292,-27.21394,-27.80446,-23.60068,-18.31768,-17.45800,-21.60687,-21.06657,-20.71868,-21.66476,-21.23880,-21.16581,-20.91025,-20.43371,-21.70187,-23.85692,-26.35633,-31.54906,-34.99908,-41.30032
-51.32954,-43.69561,-34.61164,-29.23971,-28.21919,-25.32987,-26.69960,-22.83560,-24.46326,-25.94054,-25.62000,-26.38004,-23.67058,-20.56752,-20.45072,-22.44899,-21.86138,-22.25073,-22.43228,-21.71360,-21.90830,-20.65041,-22.24159,-24.00005,-26.22424,-30.44613,-33.33740,-40.37401
-49.90343,-43.08397,-34.26404,-28.47501,-29.53160,-28.63631,-28.18387,-26.78153,-23.20487,-25.84121,-22.98613,-23.74030,-26.44328,-24.31785,-21.81632,-22.83050,-23.42777,-23.63191,-21.39512,-24.73172,-23.46698,-22.37649,-23.28517,-24.41784,-27.05064,-30.75883,-34.89094,-42.12694
-48.57754,-43.73689,-35.97348,-29.67798,-29.37406,-28.69796,-30.13482,-24.63590,-26.22001,-25.94179,-25.69450,-24.53572,-25.56310,-26.13923,-25.32826,-24.59053,-23.35291,-24.45394,-24.50658,-23.88219,-23.36986,-22.25949,-23.20458,-25.20314,-27.97451,-31.52853,-35.84715,-43.78594
-50.44020,-46.62334,-39.22659,-31.67799,-30.48324,-29.69986,-30.19918,-28.25840,-28.17650,-25.31225,-24.87752,-26.56743,-25.95111,-26.45592,-27.71899,-25.44312,-25.79780,-25.04105,-25.62840,-25.85502,-24.04933,-22.26779,-23.29706,-25.41102,-28.40971,-31.87194,-34.81896,-42.04821
-47.66808,-44.90449,-39.14523,-32.14941,-32.48095,-31.79727,-32.25983,-28.77588,-27.80746,-29.02333,-26.30303,-27.14921,-27.69396,-28.92429,-26.99621,-28.87898,-28.25802,-26.22796,-24.21890,-24.74229,-24.75208,-23.58441,-24.34779,-26.38290,-29.22655,-32.73478,-35.25291,-43.08343
-54.56074,-47.52345,-39.03187,-33.09466,-33.78713,-34.64187,-31.54488,-28.54214,-28.87474,-29.41888,-29.44848,-28.39626,-28.32969,-28.20942,-29.02732,-30.38802,-29.66887,-27.98812,-27.04841,-26.30027,-25.69722,-24.18981,-25.23740,-26.81371,-29.79232,-31.88345,-35.75825,-45.21478
-58.39472,-50.38987,-41.61552,-36.01300,-36.06742,-36.18494,-34.25914,-30.94469,-30.30737,-31.51162,-31.32223,-30.30809,-30.63844,-30.56278,-30.28944,-31.62864,-31.50420,-30.09431,-29.09616,-27.69929,-27.29463,-25.09383,-27.17244,-27.85157,-32.22761,-34.36328,-38.91340,-47.47913
