0.00000,0.00000,0.00000,0.00000
-2.61333,-1.67687,-1.77659,-2.21291
-4.19417,-2.56369,-2.75062,-3.62347
-5.88688,-3.14940,-3.50119,-4.90311
-7.34796,-3.84179,-4.08515,-6.63680
-8.37546,-4.48065,-4.72895,-7.62831
-10.08099,-4.53804,-4.89957,-8.79985
-10.79637,-4.95801,-5.27900,-9.67651
-11.74697,-5.34318,-5.66866,-10.50477
-12.84061,-5.67097,-5.97760,-11.61698
-13.99995,-5.35365,-5.67146,-12.61452
-14.87313,-6.09038,-6.41712,-13.30416
